Account,trade_date,daily_pnl,total_fee,trades,realized_trades,profitable_trades,losing_trades,avg_trade_size_usd,median_trade_size_usd,gross_notional_usd,avg_abs_start_position,buy_trades,sell_trades,long_flag_count,short_flag_count,trade_win_rate,long_short_ratio,net_pnl_after_fees,active_day,classification,value,sentiment_bucket
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,69.977691,19,0,0,0,10522.962631578948,4999.23,199936.29,698.2131578947368,19,0,19,0,,,-69.977691,1,Fear,33.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,126.050573,155,0,0,0,5549.306774193548,887.55,860142.5499999999,5931.46735483871,155,0,155,0,,,-126.050573,1,Extreme Fear,15.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,5109.859504,50.848044,15,5,5,0,9685.342,6999.47,145280.13,8764.064666666667,10,5,15,0,1.0,,5059.01146,1,Fear,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,0.0,35.027224,57,0,0,0,1755.7517543859651,998.15,100077.85,15698.66298245614,57,0,57,0,,,-35.027224,1,Fear,34.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,0.08712,173.070731,114,1,1,0,5590.744561403509,588.85,637344.88,18066.14080008772,113,1,114,0,1.0,,-172.983611,1,Extreme Fear,20.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,0.0,44.565215,84,0,0,0,3216.501666666667,1047.96,270186.14,20520.149166666666,84,0,84,0,,,-44.565215,1,Extreme Fear,24.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,0.0,6.5244860000000005,15,0,0,0,4349.66,460.67,65244.9,35675.71533333333,15,0,15,0,,,-6.5244860000000005,1,Neutral,45.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,4839.59228,113.748428,195,151,151,0,3233.520923076923,847.62,630536.58,20291.34476923077,44,151,195,0,1.0,,4725.843852,1,Neutral,49.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,0.0,2.499981,17,0,0,0,1470.5794117647058,370.76,24999.85,2976.98,17,0,17,0,,,-2.499981,1,Fear,31.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,4350.379248,16.261935,53,53,53,0,1308.6299999999999,546.56,69357.39,1894.6635849056604,0,53,53,0,1.0,,4334.117313,1,Fear,32.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,2897.148962,81.04532900000001,76,26,26,0,3986.6614473684212,1169.7350000000001,302986.27,2283.063157894737,50,26,76,0,1.0,,2816.103633,1,Fear,30.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,48946.705539,175.744309,185,185,185,0,6360.884432432433,1113.6,1176763.62,7792.358486486487,0,185,185,0,1.0,,48770.96123,1,Neutral,45.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,30531.101000000002,223.952992,50,50,50,0,12797.315200000001,4811.0,639865.76,1798.1352,0,50,50,0,1.0,,30307.148008000004,1,Neutral,46.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,9261.449882,121.230248,140,85,85,0,4924.3603571428575,1204.405,689410.4500000001,9795.7585,55,85,140,0,1.0,,9140.219634000001,1,Neutral,47.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,314.6728,122.619356,23,3,3,0,15232.22,568.1,350341.06,3182.7177091304347,20,3,23,0,1.0,,192.053444,1,Fear,26.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,5362.529222,38.937127000000004,21,21,21,0,12161.259047619047,499.96,255386.44,12008.35415095238,0,21,21,0,1.0,,5323.592095,1,Fear,32.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,4750.8109939999995,105.667381,47,26,26,0,9463.05744680851,3342.96,444763.7,21763.872793404254,21,26,47,0,1.0,,4645.143612999999,1,Fear,34.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,444.205198,184.853869,16,10,10,0,37473.885625,13269.615,599582.17,1.13022375,10,6,0,16,1.0,0.0,259.35132899999996,1,Fear,44.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,74.999717,60,0,0,0,16666.611,2049.195,999996.66,3067.0821666666666,60,0,60,0,,,-74.999717,1,Fear,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,0.0,126.439802,51,0,0,0,8264.040980392158,2399.63,421466.09,22960.850980392155,51,0,51,0,,,-126.439802,1,Fear,28.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,31134.240601999998,127.578406,102,102,102,0,5175.765784313725,1193.1950000000002,527928.11,15360.787647058823,0,102,102,0,1.0,,31006.662195999997,1,Fear,30.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,0.0,107.712409,103,0,0,0,5508.490970873787,1999.16,567374.5700000001,22070.481941747574,103,0,103,0,,,-107.712409,1,Fear,34.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,13642.628143,164.470105,189,40,40,0,7781.819788359788,748.46,1470763.94,35466.956560846564,149,40,189,0,1.0,,13478.158038,1,Extreme Fear,23.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,221.0,47.047498,3,1,1,0,52275.0,68787.72,156825.0,0.62534,1,2,0,3,1.0,0.0,173.952502,1,Extreme Fear,24.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,107892.62706,834.927894,290,143,137,6,17935.84644827586,1550.44,5201395.47,8871.258214379312,147,143,278,12,0.958041958041958,23.166666666666668,107057.699166,1,Extreme Fear,18.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,84856.33534,1584.415224,222,80,80,0,26118.342432432433,5144.245,5798272.0200000005,4426.70016036036,142,80,222,0,1.0,,83271.92011600001,1,Fear,39.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,122461.112004,90.243471,74,74,74,0,24390.13621621622,853.615,1804870.08,7664.276756756756,0,74,74,0,1.0,,122370.868533,1,Fear,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,0.0,175.727839,68,0,0,0,16878.26676470588,1035.99,1147722.14,2516.9590225,0,68,0,68,,0.0,-175.727839,1,Fear,43.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,21531.8321,210.146766,76,56,56,0,26925.528815789472,2813.3199999999997,2046340.19,2319.292309210526,53,23,11,65,1.0,0.16923076923076924,21321.685333999998,1,Fear,31.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,0.0,8.552978,51,0,0,0,3354.117450980392,14.63,171059.99,3.533677450980392,0,51,0,51,,0.0,-8.552978,1,Fear,38.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,3088.0,8.3222,1,1,1,0,166444.0,166444.0,166444.0,4.0,1,0,0,1,1.0,0.0,3079.6778,1,Fear,29.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,-110.0,50.892595,6,6,0,6,28273.666666666668,39299.265,169642.0,1.1595833333333332,6,0,0,6,0.0,0.0,-160.892595,1,Fear,30.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,-681.29819,122.852796,23,22,0,22,30543.59565217391,71.06,702502.7,1.7671817391304345,1,22,23,0,0.0,,-804.150986,1,Fear,39.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,132.0,27.387897000000002,6,1,1,0,15215.498333333335,11524.12,91292.99,0.25044833333333333,1,5,0,6,1.0,0.0,104.61210299999999,1,Neutral,47.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,2875.230157,122.91815,121,66,30,36,6709.732727272728,692.06,811877.66,509227.436092562,66,55,0,121,0.45454545454545453,0.0,2752.312007,1,Greed,72.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,459.24741,7.062931,23,22,22,0,4407.6721739130435,401.39,101376.46,171853.78260869565,22,1,0,23,1.0,0.0,452.184479,1,Greed,63.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,0.0,9.471399,3,0,0,0,63142.666666666664,71387.91,189428.0,1.9154900000000001,0,3,0,3,,0.0,-9.471399,1,Greed,60.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,47.876234000000004,14.13899,41,41,41,0,6897.073170731707,942.6,282780.0,1.5504473170731707,41,0,0,41,1.0,0.0,33.737244000000004,1,Greed,65.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,510.0,84.601498,5,4,4,0,75258.0,49393.46,376290.0,0.921278,4,1,0,5,1.0,0.0,425.398502,1,Greed,56.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,0.0,2.100278,7,0,0,0,857.2571428571428,279.45,6000.799999999999,0.18407142857142858,7,0,7,0,,,-2.100278,1,Extreme Greed,81.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,65.480454,2.123198,1,1,1,0,6066.28,6066.28,6066.28,1.5126,0,1,1,0,1.0,,63.35725599999999,1,Extreme Greed,88.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,338.42832,9.218929,8,1,1,0,3292.47625,2997.355,26339.81,0.813025,7,1,8,0,1.0,,329.209391,1,Extreme Greed,83.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,228.57984,9.528281,6,1,1,0,4537.276666666667,4499.3150000000005,27223.66,1.8217999999999999,5,1,6,0,1.0,,219.051559,1,Extreme Greed,81.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,429.683075,30.472167,14,4,4,0,6218.810714285714,4620.09,87063.35,10.968107142857145,10,4,14,0,1.0,,399.21090799999996,1,Extreme Greed,79.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,0.0,11.900658,12,0,0,0,2833.491666666667,2564.175,34001.9,3.8174916666666667,12,0,12,0,,,-11.900658,1,Extreme Greed,77.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,0.0,3.173628,4,0,0,0,2266.8775,1364.85,9067.51,10.709025,4,0,4,0,,,-3.173628,1,Extreme Greed,79.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,0.0,3.410463,1,0,0,0,9744.18,9744.18,9744.18,12.3082,1,0,1,0,,,-3.410463,1,Extreme Greed,78.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,1302.916428,19.990712,7,6,6,0,8159.4742857142855,6216.8,57116.32,9.606714285714286,0,7,6,1,1.0,6.0,1282.925716,1,Extreme Greed,75.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,20.599193,8.395214,7,1,1,0,3426.62,3015.68,23986.34,1.8143857142857143,6,1,5,2,1.0,2.5,12.203979,1,Extreme Greed,81.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,189.192,30.473126,27,12,12,0,3224.6703703703706,1616.44,87066.1,1.6539333333333333,12,15,18,9,1.0,2.0,158.718874,1,Extreme Greed,83.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,0.0,7.00486,3,0,0,0,6671.296666666666,4955.44,20013.89,9.939766666666666,3,0,3,0,,,-7.00486,1,Extreme Greed,80.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,883.097404,30.420029999999997,15,6,6,0,5794.291333333333,3016.76,86914.37,5.153553333333334,9,6,15,0,1.0,,852.677374,1,Extreme Greed,79.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,912.786145,13.969522000000001,13,10,10,0,3070.2276923076925,544.17,39912.96,3.732876923076923,0,13,10,3,1.0,3.3333333333333335,898.816623,1,Extreme Greed,75.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,0.840939,47.246296,29,2,2,0,4654.808275862069,2290.1,134989.44,9.663951724137931,25,4,23,6,1.0,3.8333333333333335,-46.405357,1,Extreme Greed,79.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,883.760812,78.632589,37,12,12,0,6072.016756756757,3300.9,224664.62,8.601735135135135,6,31,12,25,1.0,0.48,805.1282229999999,1,Extreme Greed,79.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,0.0,33.595684999999996,32,0,0,0,2999.6165625,961.4749999999999,95987.73,31.735753125,0,32,0,32,,0.0,-33.595684999999996,1,Greed,70.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,4444.4983010000005,60.38604000000001,10,7,7,0,17253.157,7499.07,172531.56999999998,24.481180000000002,10,0,3,7,1.0,0.42857142857142855,4384.112261,1,Extreme Greed,79.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,236.33513399999998,23.878277,16,4,4,0,4263.979375,2257.3,68223.67,6.3860875,0,16,4,12,1.0,0.3333333333333333,212.45685699999999,1,Extreme Greed,75.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,0.0,17.495845,23,0,0,0,2173.397391304348,680.92,49988.14,21.564239130434782,0,23,0,23,,0.0,-17.495845,1,Extreme Greed,78.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,0.0,57.10822,28,0,0,0,5827.370357142857,2219.02,163166.37,53.22314285714286,0,28,0,28,,0.0,-57.10822,1,Extreme Greed,76.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,0.0,19.972341,3,0,0,0,19021.280000000002,10184.23,57063.840000000004,78.67283333333334,0,3,0,3,,0.0,-19.972341,1,Extreme Greed,80.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,5207.443414,123.107562,41,36,36,0,8578.926097560974,3999.01,351735.97,51.61093170731708,40,1,6,35,1.0,0.17142857142857143,5084.335852,1,Extreme Greed,78.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,389.743164,26.740329,16,2,2,0,4775.06,1892.385,76400.96,6.13406875,14,2,16,0,1.0,,363.002835,1,Extreme Greed,76.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,0.0,52.468165,21,0,0,0,7138.52761904762,3633.04,149909.08000000002,25.638514285714287,21,0,21,0,,,-52.468165,1,Extreme Greed,79.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,0.0,54.666038,18,0,0,0,8677.150000000001,6223.725,156188.7,84.97236666666667,18,0,18,0,,,-54.666038,1,Greed,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,-36565.98544,206.068057,64,41,3,38,9199.4678125,1412.7649999999999,588765.94,34.6375265625,23,41,64,0,0.07317073170731707,,-36772.05349699999,1,Greed,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,0.0,17.504880999999997,3,0,0,0,16671.31666666667,1499.09,50013.950000000004,76.69586666666667,3,0,3,0,,,-17.504880999999997,1,Greed,74.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,1946.4454620000001,118.04025999999999,35,27,27,0,9635.940571428573,5756.8,337257.92000000004,30.73752,5,30,32,3,1.0,10.666666666666666,1828.4052020000001,1,Greed,66.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,0.0,4.199857,2,0,0,0,5999.795,5999.795,11999.59,7.1593,0,2,0,2,,0.0,-4.199857,1,Greed,66.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,0.0,16.797764,9,0,0,0,5332.623333333333,3419.55,47993.61,14.874122222222221,0,9,0,9,,0.0,-16.797764,1,Greed,73.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,759.2148159999999,67.430431,54,31,31,0,3567.7494444444446,959.88,192658.47,10.651535185185185,35,19,34,20,1.0,1.7,691.7843849999999,1,Greed,71.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,279.185907,49.446315999999996,20,7,6,1,7063.762,7452.825000000001,141275.24,5.252865,13,7,20,0,0.8571428571428571,,229.739591,1,Greed,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,0.0,24.142691999999997,6,0,0,0,11496.523333333333,11479.59,68979.14,30.122866666666667,6,0,6,0,,,-24.142691999999997,1,Greed,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,4281.488139,53.99255,27,19,19,0,5713.498888888889,2928.15,154264.47,17.9802,0,27,19,8,1.0,2.375,4227.495589,1,Greed,67.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,0.0,9.449794,8,0,0,0,3374.92625,2215.41,26999.41,7.3405375,0,8,0,8,,0.0,-9.449794,1,Greed,65.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,526.9338359999999,36.566300999999996,31,17,17,0,3370.167419354839,480.64,104475.19,9.958622580645162,24,7,7,24,1.0,0.2916666666666667,490.3675349999999,1,Greed,67.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,0.0,43.75655,24,0,0,0,5209.114583333333,2000.635,125018.75,29.193695833333333,24,0,24,0,,,-43.75655,1,Greed,67.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,0.0,30.458908,14,0,0,0,6216.103571428571,4871.745,87025.45,62.32951428571429,14,0,14,0,,,-30.458908,1,Neutral,54.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,5319.861625,97.080639,23,16,16,0,12059.708260869564,8887.63,277373.29,32.68064347826087,0,23,16,7,1.0,2.2857142857142856,5222.780986,1,Neutral,48.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,0.0,18.899767,6,0,0,0,8999.890000000001,8492.58,53999.340000000004,19.8796,0,6,0,6,,0.0,-18.899767,1,Greed,67.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,0.0,8.395113,4,0,0,0,5996.512500000001,5132.280000000001,23986.050000000003,29.48525,0,4,0,4,,0.0,-8.395113,1,Greed,69.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,968.59038,72.105746,9,4,4,0,22890.714444444442,14386.77,206016.43,18.100033333333332,8,1,4,5,1.0,0.8,896.484634,1,Greed,71.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,656.21704,34.615441,10,7,7,0,9890.126,6160.2,98901.26000000001,5.1985399999999995,4,6,5,5,1.0,1.0,621.601599,1,Greed,68.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,0.0,23.04196,10,0,0,0,6583.419,3227.3450000000003,65834.19,15.555760000000001,10,0,10,0,,,-23.04196,1,Greed,64.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,1147.595856,75.946694,25,11,11,0,8679.6232,3767.86,216990.58,21.480488,9,16,20,5,1.0,4.0,1071.649162,1,Greed,55.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,2101.741695,54.90869,22,6,6,0,7131.0,5012.195,156882.0,9.875509090909091,16,6,10,12,1.0,0.8333333333333334,2046.8330050000002,1,Greed,66.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,251.604742,22.137125,9,9,9,0,7027.661111111111,1500.46,63248.95,9.522166666666667,0,9,9,0,1.0,,229.467617,1,Neutral,53.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,0.0,15.751622000000001,10,0,0,0,4500.464,3861.575,45004.64,5.84858,10,0,10,0,,,-15.751622000000001,1,Greed,56.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,2136.853859,65.850416,25,10,10,0,7525.7636,4281.41,188144.09,10.407688,5,20,15,10,1.0,1.5,2071.0034429999996,1,Greed,57.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,1150.5233050000002,51.048685,23,4,4,0,6341.452173913043,3453.24,145853.4,12.850630434782609,23,0,19,4,1.0,4.75,1099.4746200000002,1,Greed,66.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,948.970582,82.222887,36,17,17,0,6525.626944444444,6352.785,234922.57,8.069216666666668,11,25,24,12,1.0,2.0,866.747695,1,Greed,64.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,214.5898,55.573295,24,5,5,0,6615.870416666668,2042.195,158780.89,12.6544625,14,10,9,15,1.0,0.6,159.016505,1,Greed,70.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,3522.3946610000003,44.206092,25,16,16,0,5052.1256,4024.24,126303.14,7.666788,7,18,9,16,1.0,0.5625,3478.1885690000004,1,Greed,73.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,0.0,10.499327000000001,8,0,0,0,3749.76125,3121.475,29998.09,5.174825,8,0,8,0,,,-10.499327000000001,1,Greed,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,0.0,11.55119,7,0,0,0,4714.771428571429,4629.43,33003.4,15.506614285714287,7,0,7,0,,,-11.55119,1,Greed,70.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,6017.309216,168.74476099999998,53,7,7,0,9096.75358490566,6999.62,482127.94,27.570543396226416,11,42,18,35,1.0,0.5142857142857142,5848.564455,1,Extreme Greed,76.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,0.0,15.748349000000001,6,0,0,0,7499.215,6795.495,44995.29,96.9475,0,6,0,6,,0.0,-15.748349000000001,1,Extreme Greed,76.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,7329.223137999999,275.090432,52,30,30,0,15114.859615384614,9528.94,785972.7,78.44241153846154,39,13,9,43,1.0,0.20930232558139536,7054.132705999999,1,Extreme Greed,77.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,0.0,15.750927,7,0,0,0,6428.95,3680.2,45002.65,7.225885714285715,7,0,7,0,,,-15.750927,1,Greed,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,0.0,7.349985,5,0,0,0,4199.992,3403.97,20999.96,19.65756,5,0,5,0,,,-7.349985,1,Extreme Greed,75.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,0.0,8.400105,4,0,0,0,6000.075,7377.105,24000.3,24.884175,4,0,4,0,,,-8.400105,1,Greed,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,0.0,96.60119399999999,21,0,0,0,13143.021904761907,14507.9,276003.46,66.75478571428572,21,0,21,0,,,-96.60119399999999,1,Greed,74.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,0.0,34.296119,16,0,0,0,6124.31,5241.855,97988.96,123.61044375,16,0,16,0,,,-34.296119,1,Greed,74.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,2084.433906,207.234159,38,29,29,0,15581.516578947369,10915.935,592097.63,69.43152105263158,9,29,38,0,1.0,,1877.1997470000001,1,Greed,74.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,1268.7590360000002,88.37205,14,5,4,1,18035.112857142856,13506.24,252491.58,14.312071428571429,8,6,11,3,0.8,3.6666666666666665,1180.3869860000002,1,Greed,71.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,0.0,22.049377,7,0,0,0,8999.745714285715,5000.56,62998.22,39.73871428571429,7,0,7,0,,,-22.049377,1,Greed,74.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-19,2053.973644,66.52153,17,17,17,0,11180.089411764706,2009.8,190061.52,31.10035294117647,0,17,17,0,1.0,,1987.4521140000002,1,Greed,64.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,0.0,10.499073,4,0,0,0,7499.34,4938.24,29997.36,4.38645,0,4,0,4,,0.0,-10.499073,1,Greed,60.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,773.5582039999999,25.975694999999998,11,3,3,0,6746.9345454545455,5994.99,74216.28,7.154509090909091,11,0,8,3,1.0,2.6666666666666665,747.582509,1,Greed,63.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,0.0,6.300072,3,0,0,0,6000.07,2990.74,18000.21,13.161666666666667,3,0,3,0,,,-6.300072,1,Neutral,53.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-24,0.0,88.202567,21,0,0,0,12000.350952380952,8150.48,252007.37,51.033638095238096,21,0,21,0,,,-88.202567,1,Neutral,51.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-26,4197.732182,127.46818,31,21,21,0,11748.220645161291,7501.31,364194.84,32.87967419354839,0,31,21,10,1.0,2.1,4070.264002,1,Neutral,46.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-27,0.0,41.996528,12,0,0,0,9999.173333333334,5875.625,119990.08,25.776033333333334,0,12,0,12,,0.0,-41.996528,1,Fear,40.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-29,1842.738325,78.235829,17,13,13,0,13148.880588235294,6750.6,223530.97,19.199058823529413,16,1,5,12,1.0,0.4166666666666667,1764.502496,1,Fear,30.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-30,0.0,10.499745,3,0,0,0,9999.756666666666,9999.98,29999.27,3.879733333333333,3,0,3,0,,,-10.499745,1,Neutral,47.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-01,1202.488212,34.02019,13,9,9,0,7476.965384615385,6929.4,97200.55,5.3419,2,11,11,2,1.0,5.5,1168.468022,1,Neutral,53.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,1118.387284,36.358022,10,4,4,0,10388.008,9931.935,103880.08,7.52363,10,0,6,4,1.0,1.5,1082.029262,1,Neutral,50.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,0.0,89.257767,14,0,0,0,18215.87285714286,14789.285,255022.22,62.55620714285715,14,0,14,0,,,-89.257767,1,Fear,44.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,0.0,94.604547,20,0,0,0,13514.937,12771.720000000001,270298.74,151.07184999999998,20,0,20,0,,,-94.604547,1,Fear,29.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,11595.627026,235.170963,43,33,33,0,15625.97930232558,10161.25,671917.11,77.05841627906976,10,33,43,0,1.0,,11360.456063,1,Fear,28.0,Fear
